bvdid,numberofemployees,date,title,pro,cons,advice,recommend,CEOapproval,outlook,overall_rating,balance,culture,diversity,opportunities,SeniorManagement,compensation,consolidationcode,filingtype,numberofmonths,auditstatus,accountingpractice,sourceforpubliclyquotedcompanies,originalunits,originalcurrency,exchangeratefromoriginalcurrency,fixedassets,intangiblefixedassets,tangiblefixedassets,otherfixedassets,currentassets,stock,debtors,othercurrentassets,cashcashequivalent,shareholdersfunds,capital,othershareholdersfunds,noncurrentliabilities,longtermdebt,othernoncurrentliabilities,provisions,currentliabilities,loans,creditors,othercurrentliabilities,totalsharehfundsliab,workingcapital,netcurrentassets,enterprisevalue,operatingrevenueturnover,costsofgoodssold,grossprofit,otheroperatingexpenses,operatingplebit,financialrevenue,financialexpenses,financialpl,plbeforetax,taxation,plaftertax,extrandotherrevenue,extrandotherexpenses,extrandotherpl,plforperiodnetincome,exportrevenue,materialcosts,costsofemployees,depreciationamortization,interestpaid,researchdevelopmentexpenses,cashflow,addedvalue,ebitda,roeusingplbeforetax,roceusingplbeforetax,roausingplbeforetax,roeusingnetincome,roceusingnetincome,roausingnetincome,profitmargin,grossmargin,ebitdamargin,ebitmargin,cashflowoperatingrevenue,enterprisevalueebitdax,marketcapcashflowfromoperationsx,netassetsturnoverx,interestcoverx,stockturnoverx,collectionperioddays,creditperioddays,exportrevenueoperatingrevenue,rdexpensesoperatingrevenue,currentratiox,liquidityratiox,shareholdersliquidityratiox,solvencyratioassetbased,solvencyratioliabilitybased,gearing,profitperemployeeth,operatingrevenueperemployeeth,costsofemployeesoperatingrevenue,averagecostofemployeeth,shareholdersfundsperemployeeth,workingcapitalperemployeeth,totalassetsperemployeeth,estimatedoperatingrevenue,estimatedemployees,operatingrevenueoriginalrangeval,employeesoriginalrangevalue,name_internat,streetnobuildingetcline1,streetnobuildingetcline2,streetnobuildingetcline3,streetnobuildingetcline4,postcode,city,country,countryisocode,metropolitanareainus,stateorprovinceinusorcanada,countyinusorcanada,regionincountry,typeofregionincountry,latitude,longitude,previouscompanyname,namechangedate,statusdate,standardisedlegalform,nationallegalform,sameorsimilarnameinthelexisnexis,dateofincorporation,stateofincorporationinus,typeofentity,listeddelistedunlisted,delisteddate,mainexchange,ipodate,year,month,month2,post,treatment_firm,start,distance_threshold,firmno,word_gender,word_pay_gap,word_men,word_women,word_female,word_culture,word_bias,word_discriminate,sum_words,high_or_per_empl,high_profit_margin,high_employee_cost,switchers,cost_employees_new_2019,cost_employees_new_2016,_merge,extreme_change_pre_post,pos_extreme_change_pre_post,neg_extreme_change_pre_post,extreme_change_post,pos_extreme_change_post,neg_extreme_change_post
GB01024322,268,10/13/2021,Good Place,Good company. Good benefits. Good people,not many that i can think of.,N/A,,,,5,,,,,,,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,10,741,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01024322,268,10/14/2021,Great company to work,"Great atmosphere office, management very helpful and friendly",busy periods with limited cover,N/A,,,,5,,,,,,,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,10,741,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01024322,268,10/24/2021,Good company,Good perks and caring people,no downsides apart from closing down,N/A,,,,5,2,3,2,3,2,2,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,10,741,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01024322,268,11/10/2021,job review,they have good working hours,you must experience yourself to see,N/A,-1,0,0,3,3,3,3,3,2,3,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,11,742,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01024322,268,11/21/2021,Fruit of the loom,great place to work and friendly,need to get pay more..,N/A,-1,0,0,4,2,3,2,3,2,2,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,11,742,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01024322,268,12/20/2021,Not enough pay-not trusting,Great benefits. Insurance is good. My original boss was the best boss I have ever had.,"i was told to bring my laptop home when i told my boss that i was concerned about my work/life balance. i was coming in at 8 and felt bad about leaving at 5:30-6.
everyone i know who left got a 40% increase in pay elsewhere",N/A,-1,-1,,2,1,3,,1,1,2,C2,Local registry filing,12,Unqualified,IFRS,,units,GBP,1,1307558009,0,145883,1307412126,2511618593,2663236,96184612,2412770744,219524432,360296663,510006,359786656,888526598,838872763,49653836,,2570353341,2432614306,60184239,77554796,3819176602,38663609,-58734748,,184371347,44970414,139400932,56497489,82903443,-2860470,,-2860470,80042973,16019098,64023875,,,,64023875,,,16228002,67690,,,64091564,,82971132,22,,2,18,,2,43,76,45,45,35,,,0,,69,188,118,,,1,1,0,9,10,922,299,688,9,61,1344,144,14251,No,No,,,Psa Finance Uk Limited,Quadrant House,Princess Way,,,RH1 1QA,Redhill,United Kingdom,GB,,,Surrey,England|South Eastern|Redhill (RH)|Redhill,Country|Region|Postal area|Town,,,Psa Wholesale Limited,,,Private limited companies,Private limited company,Yes,,,Financial company,Unlisted,,Unlisted,,2021,12,743,1,1,2,18,406,0,0,0,0,0,0,0,0,0,1,1,1,0,58,61,matched (3),0,,,1,,1
GB01063033,284,11/20/2017,Avoid!!!,None really that are relevant,the us and their complete and utter arrogance despite being highly inefficient.,N/A,-1,-1,-1,1,2,1,,1,1,2,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2017,11,694,1,1,2,34,420,0,0,0,0,0,0,0,0,0,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,10/3/2021,Get your experience and go!,"- 4- Day work week
- ""Employee appreciation"" lunches","i can only speak for the department that i was in as every department is different. however, i can't help but notice that the reviews include the lack of pay and how favoritism runs rampant. they are not lying. cryolife could be a thriving and healthy environment if they paid more and started to listen to their employees.",N/A,-1,-1,-1,2,3,2,3,3,2,1,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,10,741,1,1,2,34,420,0,0,3,0,0,0,0,0,3,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,10/5/2021,No growth available,You are doing good work and saving lives.,the workplace is like a highschool with the popular kids gossiping and creating a very toxic environment. don't expect supervisors to help you out when you need it. they will work you to the bone and not pay you enough for your work. and don't expect to be promoted anywhere. there is nowhere to go up in the company.,N/A,-1,-1,1,3,1,3,3,2,2,2,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,10,741,1,1,2,34,420,0,0,1,0,0,0,0,0,1,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,10/24/2021,Extremely toxic and horrible management,"-You get to have a career that helps people have better lives
-work presents a challenge and varies day to day
-Either 3 or 4 day work week depending on the shift","-work holidays for only time and a half while everyone else on the corporate side gets paid to be home with their families and no extra perks whatsoever
-after a year of working through a pandemic putting ourselves and our families at risk, we got our pto taken away and have no sick time/floating holidays at all!
-there is absolutely no transparency from management
-can only take breaks ""when time allows""
-very stressful work environment that demands perfection but doesn't want to pay for the perfection
-only promotes yes men
-asks for personal accountability and transparency but management refuses to have these qualities
-get talked down to and disrespected frequently by management
-there is no changing this department. tpl continues to be toxic and has been destroying its employees mental health",N/A,-1,-1,-1,1,1,1,1,1,1,1,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,10,741,1,1,2,34,420,0,0,7,0,0,0,0,0,7,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,10/29/2021,Poor management,The product saves human life’s,top management is out of touch. they don’t care.,N/A,-1,-1,-1,2,1,3,1,1,1,1,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,10,741,1,1,2,34,420,0,0,1,0,0,0,0,0,1,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,10/29/2021,Company Not Worth It,Help save lives and great coworkers.,"tissue processing lab management is awful. they do not make it easy for you to access them and intimidating. they have no idea what is going on in the lab and just keep pushing tissue in. if you want to move departments, you have to ask management before applying to any other role. turnover rate is high. pay is not high at all for the stress we endure. department expects quality work, but do not give you the time to provide quality work. over assign and overwork dissectors causing ergonomic injuries and burnout. cannot get promoted easily and it is mainly factored by numbers (feedback and yields) which does not make sense. numbers are affected by things out of our control. promotions shouldn't be based off of factors we cannot control. must work holidays and only get paid time and a half. corporate has holidays off. no incentive is added to working the holidays.",N/A,-1,-1,-1,1,1,1,1,1,1,1,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,10,741,1,1,2,34,420,0,0,4,0,0,0,0,0,4,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,11/12/2021,A great collaboration atmosphere with leadership that cares,I absolutely love the amazing teamwork atmosphere. I enjoy working with solution-driven intelligent coworkers who are truly caring and are passionate about making their piece of the puzzle i.e. role the absolute best.,my role is from home & due to covid not having as many opportunities to connect in person as often.,N/A,1,1,1,5,5,5,5,5,5,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,11,742,1,1,2,34,420,0,0,0,0,0,0,0,0,0,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,12/13/2021,Great Job,"The benefits are very great, and the hours are flexible.",i have no cons for this job,N/A,,,,5,4,5,5,5,4,4,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,12,743,1,1,2,34,420,0,0,0,0,0,0,0,0,0,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,12/25/2021,Huge growth ahead…,"Work-life balance
First-in-class employees
Great leadership attitude of putting people first
Exciting technology in cardiac/vascular surgery","none, the company has a bright future",N/A,1,1,1,5,5,5,5,5,5,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,12,743,1,1,2,34,420,0,0,0,0,0,0,0,0,0,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01063033,284,12/26/2021,Okay job,"This is a nice place to work, people pleasant.",if this were a few years ago this would have been the perfect position,N/A,1,1,0,3,5,3,3,3,3,2,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,17930456,0,4858598,13071858,5950741,4334,184408,5761999,1820355,23187693,0,23187693,0,,,,693504,0,173323,520180,23881197,15419,5257237,,12369814,,,11385605,984209,,,0,984209,,,,,,984209,,,8123699,436353,,,1420562,,1420562,4,,4,4,,4,8,,11,8,11,,,1,,,5,5,,,9,9,,97,,0,3,44,66,29,82,0,84,No,No,,,Phyllis Tuckwell Memorial Hospice Limited,Waverley Lane,,,,GU9 8BL,Farnham,United Kingdom,GB,,,Surrey,England|Southern|Guildford (GU)|Farnham,Country|Region|Postal area|Town,,,,,,Non profit organisations,Charitable organization,No,,,Corporate,Unlisted,,Unlisted,,2021,12,743,1,1,2,34,420,0,0,0,0,0,0,0,0,0,0,1,0,0,31,29,matched (3),0,,,1,,1
GB01100045,291,3/23/2018,Good company,you can get good produccion incentives,the inconstancy in the over time avalivility,N/A,1,0,0,4,1,4,,2,4,4,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2018,3,698,1,1,1,41,436,0,0,0,0,0,0,0,0,0,0,1,0,0,,15,matched (3),0,,,1,1,
GB01100045,291,5/30/2018,Loved my job.,Great people good environment to work in.,weekends sometimes but it was overtime.,N/A,1,1,1,5,3,5,,4,5,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2018,5,700,1,1,1,41,436,0,0,0,0,0,0,0,0,0,0,1,0,0,,15,matched (3),0,,,1,1,
GB01100045,291,7/13/2018,utility/qc/order assembler,not bad pay and some friends,hours not consistent through out year sometimes have to work long hours.,N/A,-1,1,0,3,2,2,,2,3,3,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2018,7,702,1,1,2,41,436,0,0,0,0,0,0,0,0,0,0,1,0,0,,15,matched (3),0,,,1,1,
GB01100045,291,8/20/2018,Administrative Assistant/Manager,"reputable company, great products our company manufactures, great relationhips with clients, team players","no room for advancement, change is good, wanting to explore another state",N/A,,1,1,5,5,5,,3,3,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2018,8,703,1,1,2,41,436,0,0,1,0,0,0,0,0,1,0,1,0,0,,15,matched (3),0,,,1,1,
GB01100045,291,8/21/2018,Good Company to work for,Entrepreneurial Environment encouraged at all levels,few layers for advancement without moving,N/A,1,1,1,5,3,3,,3,5,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2018,8,703,1,1,2,41,436,0,0,1,0,0,0,0,0,1,0,1,0,0,,15,matched (3),0,,,1,1,
GB01100045,291,3/14/2019,Great Company,"Great Team work, nice people.  Lot's of opportunity to do great things.  Credit given when deserved.",not a lot of room for advancement.  freeze on salaries (at the time),N/A,1,0,0,5,5,5,,4,5,5,C2,Local registry filing,12,Unqualified,Local GAAP,,units,GBP,1,2278492,0,2166593,111899,11445669,6634963,3015529,1795177,984246,9818148,6652,9811496,303217,292777,10439,10439,3602796,1324403,1217128,1061265,13724161,8433364,7842873,,18080912,11423627,6657286,4915150,1742136,14278,56068,-41790,1700346,282449,1417897,,,,1417897,5447353,,4496338,148096,56068,,1565992,6400847,1890231,17,17,12,14,15,10,9,37,10,10,9,,,2,31,3,60,24,30,,3,1,32,72,,17,6,62,25,15,34,29,47,No,No,,,M.J.Ainge & Co.Limited,Unit 15,Southern Avenue,,,HR6 0QF,Leominster,United Kingdom,GB,,,Herefordshire,England|West Midlands|Hereford (HR)|Leominster,Country|Region|Postal area|Town,,,,,,Private limited companies,Private limited company,No,,,Corporate,Unlisted,,Unlisted,,2019,3,710,1,1,1,41,436,0,0,1,0,0,0,0,0,1,0,1,0,0,,15,matched (3),0,,,1,1,
